Row Labels	Day 5- 23C (Silo 9)	Day 5- 29C (Silo 8)	Day 8- 23C (Silo 9)	Day 8- 29C (Silo 8)								
CGI_10023363	564393866	771422197	649644128	905325809	K1PPK1	K1PPK1_CRAGI	unreviewed	Actin-related protein 2/3 complex subunit 4	CGI_10023363	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	168	GO:0005737; GO:0005885; GO:0030041; GO:0034314
CGI_10000759	415945684	900141014	603914556	969466463	K1QNC9	K1QNC9_CRAGI	unreviewed	"Methylglutaconyl-CoA hydratase, mitochondrial (Fragment)"	CGI_10000759	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	229	GO:0003824; GO:0008152
CGI_10006089	415945684	900141014	603914556	969466463	K1QGC5	K1QGC5_CRAGI	unreviewed	"Methylglutaconyl-CoA hydratase, mitochondrial"	CGI_10006089	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	246	GO:0003824; GO:0008152
CGI_10015222	267917140	1270123462	731556674	610612366								
CGI_10019634	775148806	782363970	759825632	561895812	K1PNK5	K1PNK5_CRAGI	unreviewed	Ras GTPase-activating-like protein IQGAP1	CGI_10019634	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1627	GO:0007165; GO:0043087
CGI_10021264	323243613	1100532234	629935517	822259240	K1R4S7	K1R4S7_CRAGI	unreviewed	Ras-related protein Rab-10	CGI_10021264	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	212	GO:0005525; GO:0005622; GO:0007264
CGI_10027835	220449517	1245724692	367362940	1041868427	K1RFP6	K1RFP6_CRAGI	unreviewed	Tektin-1	CGI_10027835	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	421	
CGI_10008173	416336105	931766610	649420718	870576748	K1P7I7	K1P7I7_CRAGI	unreviewed	Uncharacterized protein K03H1.5	CGI_10008173	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1066	GO:0007160; GO:0016021
CGI_10006577	376164821	1059797954	344812256	1086735135	K1RC37	K1RC37_CRAGI	unreviewed	Uncharacterized protein	CGI_10006577	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	607	GO:0000276; GO:0003824; GO:0006508; GO:0015078; GO:0015986
CGI_10007925	376164821	1059797954	344812256	1086735135	K1PTE3	K1PTE3_CRAGI	unreviewed	Uncharacterized protein	CGI_10007925	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	232	GO:0000276; GO:0015078; GO:0015986
CGI_10008151	524781765	887933390	728005347	726544955	K1P7J8	K1P7J8_CRAGI	unreviewed	6-phosphofructokinase	CGI_10008151	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	340	GO:0003872; GO:0006002
CGI_10004722	314457609	1100001317	629674086	821928100								
CGI_10012277	314457609	1100001317	629674086	821928100								
CGI_10016388	314457609	1100001317	629674086	821928100	K1R0Z6	K1R0Z6_CRAGI	unreviewed	Ras-related protein Rab-39B	CGI_10016388	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	214	GO:0005525; GO:0005622; GO:0007264
CGI_10018017	314457609	1100001317	629674086	821928100	K1RBB8	K1RBB8_CRAGI	unreviewed	Ras-related protein Rab-1A	CGI_10018017	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	183	GO:0005525; GO:0005622; GO:0007264
CGI_10027260	314457609	1100001317	629674086	821928100	K1RPM0	K1RPM0_CRAGI	unreviewed	Ras-related protein Rab-30	CGI_10027260	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	202	GO:0005525; GO:0005622; GO:0007264
CGI_10027262	314457609	1100001317	629674086	821928100	K1QRK0	K1QRK0_CRAGI	unreviewed	Ras-related protein Rab-33B	CGI_10027262	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	242	GO:0005525; GO:0005622; GO:0007264
CGI_10008456	326180902	1078025532	588227183	870856865	K1PKW5	K1PKW5_CRAGI	unreviewed	Uncharacterized protein	CGI_10008456	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1071	
CGI_10005130	430821730	959833231	662384966	806446166								
CGI_10015573	430821730	959833231	662384966	806446166								
CGI_10028568	750550212	335632686	546047016	1212965905	K1Q359	K1Q359_CRAGI	unreviewed	Uncharacterized protein	CGI_10028568	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	167	
CGI_10022074	483483547	1077620202	680419394	603168551	K1RSP5	K1RSP5_CRAGI	unreviewed	Radial spoke head protein 4-like protein A	CGI_10022074	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	543	
CGI_10010434	365334686	783058434	550365239	1138367716	K1QE43	K1QE43_CRAGI	unreviewed	Uncharacterized protein	CGI_10010434	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	163	GO:0016021
CGI_10016016	75848212	636435441	246279759	1874587042	K1R3V2	K1R3V2_CRAGI	unreviewed	"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1"	CGI_10016016	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	2848	GO:0005576; GO:0006030; GO:0008061
CGI_10024279	370097974	833316302	600160221	1028074829	K1PY51	K1PY51_CRAGI	unreviewed	"Threonyl-tRNA synthetase, cytoplasmic"	CGI_10024279	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	307	GO:0004829; GO:0005524; GO:0005737; GO:0006435
CGI_10017186	258960692	661172901	883245664	1026005123	K1QNW9	K1QNW9_CRAGI	unreviewed	Bifunctional aminoacyl-tRNA synthetase	CGI_10017186	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1680	GO:0004818; GO:0004827; GO:0005524; GO:0005737; GO:0006424; GO:0006433
CGI_10009185	483383638	801468893	837166839	696260243	K1Q812	K1Q812_CRAGI	unreviewed	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial"	CGI_10009185	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1645	GO:0016651; GO:0048038; GO:0051287
CGI_10018985	489230145	946485690	617724757	748161836	K1RDG2	K1RDG2_CRAGI	unreviewed	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	CGI_10018985	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	413	
CGI_10028360	139187517	1184523549	370343751	1102786854	K1R117	K1R117_CRAGI	unreviewed	Uncharacterized protein	CGI_10028360	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	195	
CGI_10012468	364681707	1129048179	465390144	830324221	K1Q8P7	K1Q8P7_CRAGI	unreviewed	Aspartyl aminopeptidase	CGI_10012468	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	471	GO:0004177; GO:0008237; GO:0008270
CGI_10018862	143766089	964351594	600355669	1079552499	K1QEN8	K1QEN8_CRAGI	unreviewed	Aminoacyl tRNA synthetase complex-interacting multifunctional protein 1	CGI_10018862	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	316	GO:0000049; GO:0004812
CGI_10025486	275474422	850899597	512996891	1144861454	K1Q6E2	K1Q6E2_CRAGI	unreviewed	PDZ and LIM domain protein 1	CGI_10025486	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	111	
CGI_10005086	421219716	818367063	742443687	793785983	K1QEJ0	K1QEJ0_CRAGI	unreviewed	Ras GTPase-activating protein-binding protein 2	CGI_10005086	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	496	GO:0000166; GO:0003676; GO:0005622; GO:0006810
CGI_10025609	377879411	936768172	534746794	923398099	K1R488	K1R488_CRAGI	unreviewed	Actin-related protein 2/3 complex subunit 1A	CGI_10025609	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	360	GO:0005885; GO:0034314
CGI_10026274	466913197	1006140239	639524341	658514460	K1PJ85	K1PJ85_CRAGI	unreviewed	26S protease regulatory subunit 6A	CGI_10026274	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	428	GO:0005524; GO:0005737; GO:0008233; GO:0030163
CGI_10005825	681069594	1178066434	431747790	479518098	K1PW81	K1PW81_CRAGI	unreviewed	Tripeptidyl-peptidase 2	CGI_10005825	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1248	GO:0004252
CGI_10020339	318481857	887694276	542802566	1013025129	K1QP30	K1QP30_CRAGI	unreviewed	Growth factor receptor-bound protein 2	CGI_10020339	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	197	
CGI_10025791	359988023	956303488	643601225	793921038	K1QT61	K1QT61_CRAGI	unreviewed	"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial (Fragment)"	CGI_10025791	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	214	GO:0016491; GO:0046872; GO:0051537
CGI_10013422	505246352	829720691	607393640	808788136	K1QAP7	K1QAP7_CRAGI	unreviewed	Uncharacterized protein	CGI_10013422	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	101	
CGI_10015460	371460344	938352893	518622837	921094639	K1RBM7	K1RBM7_CRAGI	unreviewed	Ubiquitin-conjugating enzyme E2 variant 1	CGI_10015460	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	144	
CGI_10022441	469905843	891335210	537925639	843442647	K1QY32	K1QY32_CRAGI	unreviewed	Proactivator polypeptide	CGI_10022441	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	730	GO:0005764; GO:0006665
CGI_10008615	67047989	1146408434	548704565	980362450	K1QWG3	K1QWG3_CRAGI	unreviewed	Embryonic polyadenylate-binding protein B	CGI_10008615	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	187	GO:0003723
CGI_10015921	465767580	839548864	523410341	912066791	K1PQF1	K1PQF1_CRAGI	unreviewed	Neural cell adhesion molecule L1	CGI_10015921	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	668	GO:0016021
CGI_10011333	341077866	802125329	508618522	1074729916	K1QSU5	K1QSU5_CRAGI	unreviewed	Prohibitin	CGI_10011333	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	68	GO:0016020
CGI_10001748	154152139	1206474654	258204558	1103693759	K1Q1J1	K1Q1J1_CRAGI	unreviewed	Uncharacterized protein	CGI_10001748	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	515	
CGI_10007732	383676498	925253975	611180982	798887580	K1PLN6	K1PLN6_CRAGI	unreviewed	Glucose-6-phosphate isomerase	CGI_10007732	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	388	GO:0004347; GO:0006094; GO:0006096
CGI_10003169	406625406	1020131675	666007592	617221506	K1QJL6	K1QJL6_CRAGI	unreviewed	Microtubule-associated protein RP/EB family member 3	CGI_10003169	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	345	
CGI_10015436	295304424	943942469	530117875	930786172	K1Q564	K1Q564_CRAGI	unreviewed	Regucalcin	CGI_10015436	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	308	GO:0005509; GO:0030234
CGI_10011751	131854025	865581446	456366565	1239463692	K1PQE3	K1PQE3_CRAGI	unreviewed	RNA-binding protein Raly	CGI_10011751	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	307	GO:0000166; GO:0003676; GO:0046872
CGI_10027059	286094535	1020335647	682730241	702150937	K1R083	K1R083_CRAGI	unreviewed	"Aspartate aminotransferase, mitochondrial"	CGI_10027059	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	297	GO:0006520; GO:0008483; GO:0009058; GO:0030170
CGI_10003671	227124883	902223319	662544353	897832565	K1PJ46	K1PJ46_CRAGI	unreviewed	Pyruvate kinase (EC 2.7.1.40)	CGI_10003671	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	482	GO:0000287; GO:0004743; GO:0016301; GO:0030955
CGI_10019060	338198869	945711887	560724774	839585853	K1PWW9	K1PWW9_CRAGI	unreviewed	26S proteasome non-ATPase regulatory subunit 3	CGI_10019060	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	282	GO:0000502; GO:0030234; GO:0042176
CGI_10003549	540935892	621973753	752579402	759926372	K1PCY4	K1PCY4_CRAGI	unreviewed	Uncharacterized protein	CGI_10003549	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	333	GO:0005576; GO:0006030; GO:0008061
CGI_10020348	254190828	954823626	475007276	989648568	K1R887	K1R887_CRAGI	unreviewed	"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase"	CGI_10020348	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	152	GO:0004619; GO:0006096
CGI_10024066	262681764	1055216883	284255713	1069932385	K1QNP7	K1QNP7_CRAGI	unreviewed	LIM and SH3 domain protein Lasp	CGI_10024066	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	433	GO:0008270
CGI_10019738	48690617	1322143614	43879997	1249139532	K1QJR4	K1QJR4_CRAGI	unreviewed	Heat shock protein beta-1	CGI_10019738	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	230	
CGI_10006457	467494600	763913954	699074360	733148905	K1QN92	K1QN92_CRAGI	unreviewed	Uncharacterized protein	CGI_10006457	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	264	
CGI_10012796	411779199	956019334	671989819	623032781	K1PXE0	K1PXE0_CRAGI	unreviewed	Neurogenic locus Notch protein	CGI_10012796	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1825	GO:0005509; GO:0016021
CGI_10022004	4600375	779163960	478445189	1394224912	K1Q9Z2	K1Q9Z2_CRAGI	unreviewed	Collagen alpha-6(VI) chain	CGI_10022004	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	710	GO:0005581
CGI_10019072	354641351	981883310	443850272	871063030	K1QCF5	K1QCF5_CRAGI	unreviewed	"Fumarate hydratase class I, aerobic"	CGI_10019072	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	568	GO:0004333; GO:0006091
CGI_10013025	363878554	933845709	516029981	835350393	K1QWZ8	K1QWZ8_CRAGI	unreviewed	Catenin beta	CGI_10013025	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1146	GO:0004871; GO:0016021; GO:0034333
CGI_10010586	250936357	971688216	456146621	967195650	K1QZ29	K1QZ29_CRAGI	unreviewed	Uncharacterized protein	CGI_10010586	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	197	
CGI_10021793	348956689	1143945103	623108762	525492647	K1RAU5	K1RAU5_CRAGI	unreviewed	Uncharacterized protein	CGI_10021793	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	176	GO:0005576; GO:0006030; GO:0008061
CGI_10018434	1219828881	565972238	332816241	516251496	K1QSK4	K1QSK4_CRAGI	unreviewed	Calcium-binding mitochondrial carrier protein Aralar1	CGI_10018434	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1114	GO:0003824; GO:0005313; GO:0005509; GO:0005739; GO:0009058; GO:0015183; GO:0016021; GO:0030170; GO:0043490
CGI_10008815	374885532	768103117	678456665	812590168	K1PCS4	K1PCS4_CRAGI	unreviewed	"Eukaryotic translation initiation factor 2 subunit 3, Y-linked"	CGI_10008815	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	473	GO:0003743; GO:0003924; GO:0005525
CGI_10013803	1854568451	445268224	90405679	241830226	K1PYL9	K1PYL9_CRAGI	unreviewed	Peroxisomal acyl-coenzyme A oxidase 3	CGI_10013803	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	541	GO:0003997; GO:0005777; GO:0006635
CGI_10013459	233307563	873291830	577680206	942485730	K1QDS1	K1QDS1_CRAGI	unreviewed	3-hydroxyacyl-CoA dehydrogenase type-2	CGI_10013459	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	258	GO:0016491
CGI_10023418	221931526	982298368	611152056	805641549	K1QBV3	K1QBV3_CRAGI	unreviewed	Glycyl-tRNA synthetase	CGI_10023418	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1175	GO:0004820; GO:0005524; GO:0005737; GO:0006426; GO:0008270
CGI_10019059	344044982	961474458	614344413	698889639	K1R4I2	K1R4I2_CRAGI	unreviewed	26S proteasome non-ATPase regulatory subunit 3	CGI_10019059	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	538	GO:0000502; GO:0030234; GO:0042176
CGI_10009177	200084686	909360742	650616456	856921801	K1QHM2	K1QHM2_CRAGI	unreviewed	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2	CGI_10009177	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	706	GO:0006487; GO:0008250; GO:0016021; GO:0016740
CGI_10009400	622723239	387390396	372200105	1231480742	K1S4B3	K1S4B3_CRAGI	unreviewed	Guanine nucleotide exchange factor VAV2	CGI_10009400	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1269	GO:0005089; GO:0005622; GO:0016021; GO:0035023; GO:0035556
CGI_10028829	486914734	804604834	643253086	670330566	K1RAU7	K1RAU7_CRAGI	unreviewed	Uncharacterized protein	CGI_10028829	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	389	
CGI_10025810	223386791	1127500483	360650317	887525943	K1PXC3	K1PXC3_CRAGI	unreviewed	PDZ and LIM domain protein 1	CGI_10025810	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	324	GO:0008270
CGI_10020048	528268478	853865823	505576602	708209987								
CGI_10007279	126866132	855715833	591951878	1019352868	K1Q7U9	K1Q7U9_CRAGI	unreviewed	"3-ketoacyl-CoA thiolase A, peroxisomal"	CGI_10007279	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	247	GO:0008152; GO:0016747
CGI_10025079	384326369	872434490	479129642	854740902	K1R783	K1R783_CRAGI	unreviewed	Exonuclease 3'-5' domain-containing protein 2	CGI_10025079	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	860	GO:0003676; GO:0008408; GO:0016491
CGI_10010305	212431819	1018543525	403220118	956245228	K1QBT2	K1QBT2_CRAGI	unreviewed	Proteasome subunit beta type (EC 3.4.25.1)	CGI_10010305	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	218	GO:0004298; GO:0005634; GO:0005737; GO:0005839; GO:0051603
CGI_10020353	409196741	880197737	684152951	611122852	K1R890	K1R890_CRAGI	unreviewed	"Signal peptide, CUB and EGF-like domain-containing protein 3"	CGI_10020353	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1348	GO:0016021
CGI_10003897	247047971	856806486	582853589	896887926	K1R420	K1R420_CRAGI	unreviewed	Ribosomal protein S6 kinase 2 alpha	CGI_10003897	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	645	GO:0000287; GO:0004674; GO:0005524; GO:0005622; GO:0035556
CGI_10021580	13183344	58397338	6393350	2500914036	K1R1F4	K1R1F4_CRAGI	unreviewed	Serine/threonine-protein phosphatase 5	CGI_10021580	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	486	GO:0004721
CGI_10000905	249375504	942131030	575558515	810749809	K1QWN2	K1QWN2_CRAGI	unreviewed	Elongation factor 1-delta	CGI_10000905	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	156	GO:0003746; GO:0005853
CGI_10022688	121216220	1016956289	286515559	1146448026	K1QMS2	K1QMS2_CRAGI	unreviewed	Cadherin EGF LAG seven-pass G-type receptor 3	CGI_10022688	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	905	GO:0005509; GO:0007156; GO:0016020
CGI_10005813	246823884	835655829	453823359	1033867894	K1PWB9	K1PWB9_CRAGI	unreviewed	EH domain-containing protein 1	CGI_10005813	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	536	GO:0005509; GO:0005525
CGI_10021236	344927376	778354517	581236036	855725895								
CGI_10022878	344927376	778354517	581236036	855725895								
CGI_10028199	371337672	877521885	442463754	866574407	K1RK73	K1RK73_CRAGI	unreviewed	Calcyphosin-like protein	CGI_10028199	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	265	GO:0005509
CGI_10019504	340701959	801419995	508072255	894364480	K1QM06	K1QM06_CRAGI	unreviewed	Prohibitin	CGI_10019504	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	68	GO:0016020
CGI_10023942	300458992	990410708	353283404	896117890	K1PU44	K1PU44_CRAGI	unreviewed	Uncharacterized protein	CGI_10023942	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	307	
CGI_10010587	755030074	700696070	472343382	611864674	K1R5E7	K1R5E7_CRAGI	unreviewed	Cathepsin L	CGI_10010587	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	360	GO:0008234
CGI_10017283	365578822	922646618	512895175	731520211	K1R9E9	K1R9E9_CRAGI	unreviewed	Aldehyde dehydrogenase family 16 member A1	CGI_10017283	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	748	GO:0016620
CGI_10026809	365578822	922646618	512895175	731520211	K1QTV7	K1QTV7_CRAGI	unreviewed	Aldehyde dehydrogenase family 16 member A1 (Fragment)	CGI_10026809	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	792	GO:0016620
CGI_10027003	405045446	799207051	658860263	668443925	K1QS07	K1QS07_CRAGI	unreviewed	Proteasome subunit beta type-3	CGI_10027003	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	161	GO:0004298; GO:0019774; GO:0043161
CGI_10002040	434310940	702746020	654346198	738224988	K1PFD5	K1PFD5_CRAGI	unreviewed	Spermidine synthase	CGI_10002040	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	299	GO:0006595; GO:0016740
CGI_10004554	144487165	993152247	450404161	940607902	K1PXU6	K1PXU6_CRAGI	unreviewed	60S ribosomal protein L24	CGI_10004554	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	115	GO:0005840
CGI_10015182	96421323	1207150177	154048732	1068816731	K1PJF5	K1PJF5_CRAGI	unreviewed	Transmembrane protein 2	CGI_10015182	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1119	GO:0016021
CGI_10005580	507331311	954341668	551515855	511677830	K1Q951	K1Q951_CRAGI	unreviewed	Serine/threonine-protein kinase Nek4	CGI_10005580	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	517	GO:0004672; GO:0005524
CGI_10005808	183465029	857088335	603504468	880158303	K1QGB4	K1QGB4_CRAGI	unreviewed	40S ribosomal protein S17	CGI_10005808	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	139	GO:0003735; GO:0005840; GO:0006412
CGI_10017041	343504484	875253647	496117581	803049182	K1QR13	K1QR13_CRAGI	unreviewed	Disks large-like protein 1	CGI_10017041	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	842	
CGI_10012408	187515371	733455001	433327918	1162069974	K1Q107	K1Q107_CRAGI	unreviewed	Histidine triad nucleotide-binding protein 1	CGI_10012408	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	126	GO:0003824
CGI_10018864	365634025	780416427	610509444	753824382	K1QVY2	K1QVY2_CRAGI	unreviewed	Ganglioside GM2 activator	CGI_10018864	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	428	GO:0006689; GO:0008047
CGI_10019286	444166530	714397168	583658006	763338500	K1QWU5	K1QWU5_CRAGI	unreviewed	SAP domain-containing ribonucleoprotein	CGI_10019286	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	237	GO:0019013; GO:0030529
CGI_10019208	305107776	880953542	461311686	857068739	K1RB89	K1RB89_CRAGI	unreviewed	"Alanine--glyoxylate aminotransferase 2, mitochondrial"	CGI_10019208	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	486	GO:0008483; GO:0030170
CGI_10008099	248329149	933105208	479213234	839699619	K1P7K8	K1P7K8_CRAGI	unreviewed	Vesicle-fusing ATPase 1	CGI_10008099	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	743	GO:0005524
CGI_10019584	497738752	598040265	752497143	649129263	K1QSB2	K1QSB2_CRAGI	unreviewed	26S protease regulatory subunit 6B	CGI_10019584	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	420	GO:0005524; GO:0005737; GO:0008233; GO:0030163
CGI_10013122	388284491	757660418	522689681	823524060								
CGI_10003566	487082982	709689311	631496561	663123135								
CGI_10010003	642536126	814462037	484120611	549012672	K1PY73	K1PY73_CRAGI	unreviewed	Basic leucine zipper and W2 domain-containing protein 1	CGI_10010003	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	559	GO:0016021
CGI_10013805	1853021699	386864317	55251958	193597714	K1QRL7	K1QRL7_CRAGI	unreviewed	Peroxisomal acyl-coenzyme A oxidase 3	CGI_10013805	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	540	GO:0003995; GO:0003997; GO:0005777; GO:0006635
CGI_10019080	254929933	842366920	422552336	960937125	K1PWZ3	K1PWZ3_CRAGI	unreviewed	Guanine nucleotide-binding protein subunit beta	CGI_10019080	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	341	GO:0007165
CGI_10012746	1883090880	231750750	98185820	267708867	K1Q6M6	K1Q6M6_CRAGI	unreviewed	6-phosphofructokinase	CGI_10012746	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	552	GO:0003872; GO:0006002; GO:0050662
CGI_10022749	146167432	1045733646	502387587	781472985	K1RA71	K1RA71_CRAGI	unreviewed	Glutathione-requiring prostaglandin D synthase	CGI_10022749	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	203	
CGI_10014082	830913628	59179332	1505107168	58889376	K1QW47	K1QW47_CRAGI	unreviewed	Protein MEMO1	CGI_10014082	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	384	
CGI_10009069	358618936	769677567	496597332	825529459	K1QLU9	K1QLU9_CRAGI	unreviewed	Tetratricopeptide repeat protein 38	CGI_10009069	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	206	
CGI_10005258	397043021	845676821	409598621	794609299	K1RIM3	K1RIM3_CRAGI	unreviewed	Glycolipid transfer protein	CGI_10005258	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	207	GO:0005737; GO:0017089; GO:0051861
CGI_10020015	269951811	867718309	459735051	848264978	K1QKN4	K1QKN4_CRAGI	unreviewed	"Dynein heavy chain 6, axonemal"	CGI_10020015	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	4552	GO:0001539; GO:0003777; GO:0005524; GO:0005858; GO:0007018; GO:0016887
CGI_10005023	251200903	825001882	458034697	908993443								
CGI_10014961	382407200	801023644	448759960	810504558	K1QK11	K1QK11_CRAGI	unreviewed	"Dynein heavy chain 7, axonemal"	CGI_10014961	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	4000	GO:0003777; GO:0005509; GO:0007018; GO:0030286
CGI_10020146	322986141	812320068	524444022	781851610	K1RI55	K1RI55_CRAGI	unreviewed	Insulin-like growth factor 2 mRNA-binding protein 3	CGI_10020146	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	284	GO:0000166; GO:0003676
CGI_10005420	228391571	992787576	368020794	849572114	K1PWM3	K1PWM3_CRAGI	unreviewed	MICOS complex subunit MIC13	CGI_10005420	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	183	GO:0061617
CGI_10011080	30600534	1228001971	336549008	838530313								
CGI_10015808	375736617	945794435	517068752	593059171	K1R1N2	K1R1N2_CRAGI	unreviewed	S-crystallin SL11	CGI_10015808	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	250	
CGI_10013296	126374167	945240957	504249426	852724727	K1QPK0	K1QPK0_CRAGI	unreviewed	RNA-binding protein Nova-1	CGI_10013296	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	561	GO:0003723
CGI_10018510	209964889	694820023	626261854	896525314	K1QI40	K1QI40_CRAGI	unreviewed	Selenium-binding protein 1 (Fragment)	CGI_10018510	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	479	GO:0008430
