0	Row Labels	Day 5- 23C (Silo 9)/sum*100	Day 5- 29C (Silo 8)/sum*100	Day 8- 23C (Silo 9)/sum*100	Day 8- 29C (Silo 8)/sum*100	term	GOSlim_bin	aspect	clean
GO:0004418	CGI_10022618	33	3	27	37	hydroxymethylbilane synthase activity	other molecular function	F	1
GO:0004422	CGI_10026468	23	26	24	27	hypoxanthine phosphoribosyltransferase activity	other molecular function	F	1
GO:0004435	CGI_10026114	7	37	13	43	phosphoinositide phospholipase C activity	other molecular function	F	1
GO:0004449	CGI_10003475	15	35	21	30	isocitrate dehydrogenase (NAD+) activity	other molecular function	F	1
GO:0004449	CGI_10019894	16	32	23	29	isocitrate dehydrogenase (NAD+) activity	other molecular function	F	1
GO:0004449	CGI_10026892	14	34	22	30	isocitrate dehydrogenase (NAD+) activity	other molecular function	F	1
GO:0004450	CGI_10012610	12	33	20	36	isocitrate dehydrogenase (NADP+) activity	other molecular function	F	1
GO:0004450	CGI_10018568	14	33	22	30	isocitrate dehydrogenase (NADP+) activity	other molecular function	F	1
GO:0004467	CGI_10021634	25	28	16	31	long-chain-fatty-acid-CoA ligase activity	other molecular function	F	1
GO:0004471	CGI_10002873	12	34	21	33	malate dehydrogenase (decarboxylating) activity	other molecular function	F	1
GO:0004471	CGI_10016387	22	28	24	26	malate dehydrogenase (decarboxylating) activity	other molecular function	F	1
GO:0004476	CGI_10016648	15	35	11	39	mannose-6-phosphate isomerase activity	other molecular function	F	1
GO:0004478	CGI_10006000	13	33	27	26	methionine adenosyltransferase activity	other molecular function	F	1
GO:0004478	CGI_10007641	10	28	29	33	methionine adenosyltransferase activity	other molecular function	F	1
GO:0004478	CGI_10007643	12	31	30	26	methionine adenosyltransferase activity	other molecular function	F	1
GO:0004489	CGI_10025706	22	20	22	36	methylenetetrahydrofolate reductase (NADPH) activity	other molecular function	F	1
GO:0004491	CGI_10016140	17	29	22	32	methylmalonate-semialdehyde dehydrogenase (acylating) activity	other molecular function	F	1
GO:0004494	CGI_10009501	7	29	22	42	methylmalonyl-CoA mutase activity	other molecular function	F	1
GO:0004497	CGI_10022185	13	34	8	45	monooxygenase activity	other molecular function	F	1
GO:0004499	CGI_10028904	6	49	15	29	flavin-containing monooxygenase activity	other molecular function	F	1
GO:0004505	CGI_10016307	5	23	8	64	phenylalanine 4-monooxygenase activity	other molecular function	F	1
GO:0004514	CGI_10020447	13	31	23	33	nicotinate-nucleotide diphosphorylase (carboxylating) activity	other molecular function	F	1
GO:0004514	CGI_10023358	15	28	28	28	nicotinate-nucleotide diphosphorylase (carboxylating) activity	other molecular function	F	1
GO:0004534	CGI_10021128	6	21	13	61	5'-3' exoribonuclease activity	other molecular function	F	1
GO:0004550	CGI_10014958	20	26	16	38	nucleoside diphosphate kinase activity	kinase activity	F	1
GO:0004550	CGI_10021159	15	30	25	30	nucleoside diphosphate kinase activity	kinase activity	F	1
GO:0004550	CGI_10021162	17	33	12	39	nucleoside diphosphate kinase activity	kinase activity	F	1
GO:0004553	CGI_10008341	3	45	8	44	"hydrolase activity, hydrolyzing O-glycosyl compounds"	other molecular function	F	1
GO:0004553	CGI_10011117	0	0	19	81	"hydrolase activity, hydrolyzing O-glycosyl compounds"	other molecular function	F	1
GO:0004553	CGI_10013781	38	0	0	61	"hydrolase activity, hydrolyzing O-glycosyl compounds"	other molecular function	F	1
GO:0004553	CGI_10016397	9	46	16	29	"hydrolase activity, hydrolyzing O-glycosyl compounds"	other molecular function	F	1
GO:0004553	CGI_10017858	19	30	15	35	"hydrolase activity, hydrolyzing O-glycosyl compounds"	other molecular function	F	1
GO:0004553	CGI_10019827	20	27	17	36	"hydrolase activity, hydrolyzing O-glycosyl compounds"	other molecular function	F	1
GO:0004553	CGI_10025236	38	17	30	15	"hydrolase activity, hydrolyzing O-glycosyl compounds"	other molecular function	F	1
GO:0004553	CGI_10026751	26	40	14	21	"hydrolase activity, hydrolyzing O-glycosyl compounds"	other molecular function	F	1
GO:0004553	CGI_10028648	14	34	20	32	"hydrolase activity, hydrolyzing O-glycosyl compounds"	other molecular function	F	1
GO:0004556	CGI_10022189	6	74	4	16	alpha-amylase activity	other molecular function	F	1
GO:0004556	CGI_10022190	13	32	29	26	alpha-amylase activity	other molecular function	F	1
GO:0004556	CGI_10023778	6	49	17	28	alpha-amylase activity	other molecular function	F	1
GO:0004560	CGI_10002729	27	32	0	41	alpha-L-fucosidase activity	other molecular function	F	1
GO:0004560	CGI_10015274	10	14	32	44	alpha-L-fucosidase activity	other molecular function	F	1
GO:0004560	CGI_10023342	23	28	4	45	alpha-L-fucosidase activity	other molecular function	F	1
GO:0004560	CGI_10025760	9	38	23	31	alpha-L-fucosidase activity	other molecular function	F	1
GO:0004560	CGI_10025761	29	19	25	28	alpha-L-fucosidase activity	other molecular function	F	1
GO:0004560	CGI_10025762	22	28	22	27	alpha-L-fucosidase activity	other molecular function	F	1
GO:0004560	CGI_10025772	11	40	20	29	alpha-L-fucosidase activity	other molecular function	F	1
GO:0004563	CGI_10001718	21	27	21	31	beta-N-acetylhexosaminidase activity	other molecular function	F	1
GO:0004563	CGI_10007857	14	41	19	26	beta-N-acetylhexosaminidase activity	other molecular function	F	1
GO:0004563	CGI_10017246	19	29	18	33	beta-N-acetylhexosaminidase activity	other molecular function	F	1
GO:0004565	CGI_10003299	8	53	6	33	beta-galactosidase activity	other molecular function	F	1
GO:0004568	CGI_10024867	45	14	41	0	chitinase activity	other molecular function	F	1
GO:0004568	CGI_10024868	45	14	41	0	chitinase activity	other molecular function	F	1
GO:0004568	CGI_10024869	45	14	41	0	chitinase activity	other molecular function	F	1
GO:0004568	CGI_10026602	23	31	28	18	chitinase activity	other molecular function	F	1
GO:0004568	CGI_10026603	28	30	35	7	chitinase activity	other molecular function	F	1
GO:0004568	CGI_10026604	32	20	35	13	chitinase activity	other molecular function	F	1
GO:0004568	CGI_10026605	29	8	0	62	chitinase activity	other molecular function	F	1
GO:0004568	CGI_10026762	5	57	27	10	chitinase activity	other molecular function	F	1
GO:0004571	CGI_10013108	18	48	10	24	"mannosyl-oligosaccharide 1,2-alpha-mannosidase activity"	other molecular function	F	1
GO:0004576	CGI_10012206	23	26	27	23	oligosaccharyl transferase activity	other molecular function	F	1
GO:0004576	CGI_10023337	28	19	17	36	oligosaccharyl transferase activity	other molecular function	F	1
GO:0004579	CGI_10008724	19	35	18	28	dolichyl-diphosphooligosaccharide-protein glycotransferase activity	other molecular function	F	1
GO:0004579	CGI_10023346	8	38	15	39	dolichyl-diphosphooligosaccharide-protein glycotransferase activity	other molecular function	F	1
GO:0004579	CGI_10023347	18	31	22	29	dolichyl-diphosphooligosaccharide-protein glycotransferase activity	other molecular function	F	1
GO:0004588	CGI_10024548	16	34	20	30	orotate phosphoribosyltransferase activity	other molecular function	F	1
GO:0004590	CGI_10024548	16	34	20	30	orotidine-5'-phosphate decarboxylase activity	other molecular function	F	1
GO:0004591	CGI_10019543	12	35	26	28	oxoglutarate dehydrogenase (succinyl-transferring) activity	other molecular function	F	1
GO:0004601	CGI_10017778	15	13	32	40	peroxidase activity	other molecular function	F	1
GO:0004601	CGI_10018053	9	35	18	37	peroxidase activity	other molecular function	F	1
GO:0004601	CGI_10022551	9	35	18	38	peroxidase activity	other molecular function	F	1
GO:0004601	CGI_10023200	0	46	26	29	peroxidase activity	other molecular function	F	1
GO:0004601	CGI_10026683	21	16	51	12	peroxidase activity	other molecular function	F	1
GO:0004602	CGI_10005470	15	31	24	30	glutathione peroxidase activity	other molecular function	F	1
GO:0004610	CGI_10026539	8	24	28	40	phosphoacetylglucosamine mutase activity	other molecular function	F	1
GO:0004613	CGI_10014915	22	34	21	23	phosphoenolpyruvate carboxykinase (GTP) activity	other molecular function	F	1
GO:0004613	CGI_10014916	12	36	22	30	phosphoenolpyruvate carboxykinase (GTP) activity	other molecular function	F	1
GO:0004615	CGI_10018115	18	33	20	29	phosphomannomutase activity	other molecular function	F	1
GO:0004616	CGI_10016672	15	38	15	33	phosphogluconate dehydrogenase (decarboxylating) activity	other molecular function	F	1
GO:0004616	CGI_10026515	17	29	26	28	phosphogluconate dehydrogenase (decarboxylating) activity	other molecular function	F	1
GO:0004618	CGI_10019050	11	33	21	35	phosphoglycerate kinase activity	kinase activity	F	1
GO:0004619	CGI_10011765	10	35	19	36	phosphoglycerate mutase activity	other molecular function	F	1
GO:0004619	CGI_10020348	10	36	18	37	phosphoglycerate mutase activity	other molecular function	F	1
GO:0004630	CGI_10010622	17	33	23	27	phospholipase D activity	other molecular function	F	1
GO:0004634	CGI_10022154	9	35	19	37	phosphopyruvate hydratase activity	other molecular function	F	1
GO:0004643	CGI_10005314	2	38	25	36	phosphoribosylaminoimidazolecarboxamide formyltransferase activity	other molecular function	F	1
GO:0004647	CGI_10006178	5	33	23	39	phosphoserine phosphatase activity	other molecular function	F	1
GO:0004672	CGI_10003879	5	43	21	31	protein kinase activity	kinase activity	F	1
GO:0004672	CGI_10003983	14	18	29	39	protein kinase activity	kinase activity	F	1
GO:0004672	CGI_10005580	20	38	22	20	protein kinase activity	kinase activity	F	1
GO:0004672	CGI_10009721	14	26	28	32	protein kinase activity	kinase activity	F	1
GO:0004672	CGI_10012078	21	32	25	21	protein kinase activity	kinase activity	F	1
GO:0004672	CGI_10012829	0	100	0	0	protein kinase activity	kinase activity	F	1
GO:0004672	CGI_10015503	9	25	20	46	protein kinase activity	kinase activity	F	1
GO:0004672	CGI_10016806	10	39	12	39	protein kinase activity	kinase activity	F	1
GO:0004672	CGI_10022996	0	67	23	10	protein kinase activity	kinase activity	F	1
GO:0004672	CGI_10024777	10	30	20	40	protein kinase activity	kinase activity	F	1
GO:0004672	CGI_10026641	12	33	20	35	protein kinase activity	kinase activity	F	1
GO:0004672	CGI_10028689	15	46	8	30	protein kinase activity	kinase activity	F	1
GO:0004672	CGI_10028745	9	17	41	33	protein kinase activity	kinase activity	F	1
GO:0004674	CGI_10003308	13	37	22	28	protein serine/threonine kinase activity	kinase activity	F	1
GO:0004674	CGI_10003535	16	30	18	36	protein serine/threonine kinase activity	kinase activity	F	1
GO:0004674	CGI_10003897	10	33	23	35	protein serine/threonine kinase activity	kinase activity	F	1
GO:0004674	CGI_10004418	3	35	18	44	protein serine/threonine kinase activity	kinase activity	F	1
GO:0004674	CGI_10005261	11	28	27	34	protein serine/threonine kinase activity	kinase activity	F	1
GO:0004674	CGI_10006792	14	28	21	37	protein serine/threonine kinase activity	kinase activity	F	1
GO:0004674	CGI_10007711	12	24	22	41	protein serine/threonine kinase activity	kinase activity	F	1
GO:0004674	CGI_10009216	16	30	18	36	protein serine/threonine kinase activity	kinase activity	F	1
GO:0004674	CGI_10009786	17	29	25	30	protein serine/threonine kinase activity	kinase activity	F	1
GO:0004674	CGI_10011096	25	16	43	16	protein serine/threonine kinase activity	kinase activity	F	1
GO:0004674	CGI_10011211	8	33	15	44	protein serine/threonine kinase activity	kinase activity	F	1
GO:0004674	CGI_10014547	11	34	19	36	protein serine/threonine kinase activity	kinase activity	F	1
GO:0004674	CGI_10018859	14	43	18	24	protein serine/threonine kinase activity	kinase activity	F	1
GO:0004674	CGI_10024984	5	52	10	32	protein serine/threonine kinase activity	kinase activity	F	1
GO:0004674	CGI_10026549	14	30	16	39	protein serine/threonine kinase activity	kinase activity	F	1
GO:0004683	CGI_10026068	24	44	15	17	calmodulin-dependent protein kinase activity	kinase activity	F	1
GO:0004697	CGI_10004811	16	34	24	26	protein kinase C activity	kinase activity	F	1
GO:0004703	CGI_10010914	8	32	24	35	G-protein coupled receptor kinase activity	kinase activity	F	1
GO:0004707	CGI_10004156	11	20	21	47	MAP kinase activity	kinase activity	F	1
GO:0004707	CGI_10004156	11	20	21	47	MAP kinase activity	signal transduction activity	F	1
GO:0004707	CGI_10011782	22	37	23	17	MAP kinase activity	kinase activity	F	1
GO:0004707	CGI_10011782	22	37	23	17	MAP kinase activity	signal transduction activity	F	1
GO:0004713	CGI_10014126	8	55	0	37	protein tyrosine kinase activity	kinase activity	F	1
GO:0004713	CGI_10018683	11	34	22	32	protein tyrosine kinase activity	kinase activity	F	1
GO:0004713	CGI_10024845	12	63	16	9	protein tyrosine kinase activity	kinase activity	F	1
GO:0004715	CGI_10007935	28	31	15	26	non-membrane spanning protein tyrosine kinase activity	kinase activity	F	1
GO:0004715	CGI_10008929	11	59	17	13	non-membrane spanning protein tyrosine kinase activity	kinase activity	F	1
GO:0004715	CGI_10012370	8	39	14	39	non-membrane spanning protein tyrosine kinase activity	kinase activity	F	1
GO:0004715	CGI_10027721	34	11	30	25	non-membrane spanning protein tyrosine kinase activity	kinase activity	F	1
GO:0004719	CGI_10021212	0	50	1	49	protein-L-isoaspartate (D-aspartate) O-methyltransferase activity	other molecular function	F	1
GO:0004721	CGI_10002827	25	20	36	18	phosphoprotein phosphatase activity	other molecular function	F	1
GO:0004721	CGI_10009380	0	43	14	43	phosphoprotein phosphatase activity	other molecular function	F	1
GO:0004721	CGI_10010284	1	99	0	0	phosphoprotein phosphatase activity	other molecular function	F	1
GO:0004721	CGI_10013946	12	30	24	35	phosphoprotein phosphatase activity	other molecular function	F	1
GO:0004721	CGI_10014055	9	35	28	28	phosphoprotein phosphatase activity	other molecular function	F	1
GO:0004721	CGI_10020764	14	35	21	31	phosphoprotein phosphatase activity	other molecular function	F	1
GO:0004721	CGI_10021580	1	2	0	97	phosphoprotein phosphatase activity	other molecular function	F	1
GO:0004721	CGI_10025935	10	38	20	32	phosphoprotein phosphatase activity	other molecular function	F	1
GO:0004721	CGI_10026072	16	29	24	31	phosphoprotein phosphatase activity	other molecular function	F	1
GO:0004722	CGI_10013978	11	35	22	32	protein serine/threonine phosphatase activity	other molecular function	F	1
GO:0004722	CGI_10025060	34	24	34	8	protein serine/threonine phosphatase activity	other molecular function	F	1
GO:0004725	CGI_10007013	2	93	0	5	protein tyrosine phosphatase activity	other molecular function	F	1
GO:0004725	CGI_10012749	18	36	21	26	protein tyrosine phosphatase activity	other molecular function	F	1
GO:0004725	CGI_10024646	11	10	10	69	protein tyrosine phosphatase activity	other molecular function	F	1
GO:0004725	CGI_10028283	14	25	31	30	protein tyrosine phosphatase activity	other molecular function	F	1
GO:0004729	CGI_10006854	16	32	21	31	protoporphyrinogen oxidase activity	other molecular function	F	1
GO:0004731	CGI_10014090	12	26	27	35	purine-nucleoside phosphorylase activity	other molecular function	F	1
GO:0004735	CGI_10003622	8	32	21	39	pyrroline-5-carboxylate reductase activity	other molecular function	F	1
GO:0004736	CGI_10017251	14	29	21	36	pyruvate carboxylase activity	other molecular function	F	1
GO:0004739	CGI_10001170	12	38	17	33	pyruvate dehydrogenase (acetyl-transferring) activity	other molecular function	F	1
GO:0004739	CGI_10009310	12	42	10	37	pyruvate dehydrogenase (acetyl-transferring) activity	other molecular function	F	1
GO:0004742	CGI_10024545	9	35	18	38	dihydrolipoyllysine-residue acetyltransferase activity	other molecular function	F	1
GO:0004743	CGI_10003670	6	38	19	38	pyruvate kinase activity	kinase activity	F	1
GO:0004743	CGI_10003671	8	34	25	33	pyruvate kinase activity	kinase activity	F	1
GO:0004743	CGI_10007560	13	36	17	34	pyruvate kinase activity	kinase activity	F	1
GO:0004743	CGI_10022421	6	36	22	36	pyruvate kinase activity	kinase activity	F	1
GO:0004748	CGI_10023775	9	42	19	31	ribonucleoside-diphosphate reductase activity	other molecular function	F	1
GO:0004749	CGI_10023797	9	44	21	26	ribose phosphate diphosphokinase activity	other molecular function	F	1
GO:0004749	CGI_10027756	19	20	29	31	ribose phosphate diphosphokinase activity	other molecular function	F	1
GO:0004751	CGI_10023535	9	43	16	32	ribose-5-phosphate isomerase activity	other molecular function	F	1
GO:0004760	CGI_10019442	12	38	26	23	serine-pyruvate transaminase activity	other molecular function	F	1
GO:0004781	CGI_10022824	11	35	20	34	sulfate adenylyltransferase (ATP) activity	other molecular function	F	1
GO:0004784	CGI_10017958	18	32	22	28	superoxide dismutase activity	other molecular function	F	1
GO:0004791	CGI_10022651	12	33	25	30	thioredoxin-disulfide reductase activity	other molecular function	F	1
GO:0004801	CGI_10002311	15	31	20	33	transaldolase activity	other molecular function	F	1
GO:0004807	CGI_10003538	11	39	17	33	triose-phosphate isomerase activity	other molecular function	F	1
GO:0004807	CGI_10003539	13	34	19	33	triose-phosphate isomerase activity	other molecular function	F	1
GO:0004809	CGI_10006526	27	26	18	30	tRNA (guanine-N2-)-methyltransferase activity	other molecular function	F	1
GO:0004812	CGI_10003638	5	48	18	29	aminoacyl-tRNA ligase activity	other molecular function	F	1
GO:0004812	CGI_10014506	13	27	22	38	aminoacyl-tRNA ligase activity	other molecular function	F	1
GO:0004812	CGI_10014623	65	8	14	13	aminoacyl-tRNA ligase activity	other molecular function	F	1
GO:0004812	CGI_10018862	5	35	22	39	aminoacyl-tRNA ligase activity	other molecular function	F	1
GO:0004812	CGI_10027104	14	12	44	30	aminoacyl-tRNA ligase activity	other molecular function	F	1
GO:0004813	CGI_10028856	17	32	21	29	alanine-tRNA ligase activity	other molecular function	F	1
GO:0004814	CGI_10004914	13	28	22	37	arginine-tRNA ligase activity	other molecular function	F	1
GO:0004814	CGI_10004915	7	39	23	30	arginine-tRNA ligase activity	other molecular function	F	1
GO:0004816	CGI_10005254	29	19	22	31	asparagine-tRNA ligase activity	other molecular function	F	1
GO:0004818	CGI_10017186	9	23	31	36	glutamate-tRNA ligase activity	other molecular function	F	1
GO:0004819	CGI_10020990	12	34	23	31	glutamine-tRNA ligase activity	other molecular function	F	1
GO:0004820	CGI_10008716	12	32	25	30	glycine-tRNA ligase activity	other molecular function	F	1
GO:0004820	CGI_10023418	8	37	23	31	glycine-tRNA ligase activity	other molecular function	F	1
GO:0004821	CGI_10006511	15	34	23	27	histidine-tRNA ligase activity	other molecular function	F	1
GO:0004822	CGI_10003310	9	27	20	44	isoleucine-tRNA ligase activity	other molecular function	F	1
GO:0004823	CGI_10017030	3	47	14	35	leucine-tRNA ligase activity	other molecular function	F	1
GO:0004824	CGI_10009859	10	31	24	35	lysine-tRNA ligase activity	other molecular function	F	1
GO:0004825	CGI_10014624	17	29	24	30	methionine-tRNA ligase activity	other molecular function	F	1
GO:0004826	CGI_10005385	15	22	22	41	phenylalanine-tRNA ligase activity	other molecular function	F	1
GO:0004826	CGI_10011753	10	34	28	28	phenylalanine-tRNA ligase activity	other molecular function	F	1
GO:0004826	CGI_10019736	4	44	13	39	phenylalanine-tRNA ligase activity	other molecular function	F	1
GO:0004827	CGI_10001107	14	27	21	38	proline-tRNA ligase activity	other molecular function	F	1
GO:0004827	CGI_10017186	9	23	31	36	proline-tRNA ligase activity	other molecular function	F	1
GO:0004828	CGI_10001333	12	34	22	31	serine-tRNA ligase activity	other molecular function	F	1
GO:0004828	CGI_10016717	27	39	0	33	serine-tRNA ligase activity	other molecular function	F	1
GO:0004829	CGI_10024279	13	29	21	36	threonine-tRNA ligase activity	other molecular function	F	1
GO:0004830	CGI_10002698	26	24	28	22	tryptophan-tRNA ligase activity	other molecular function	F	1
GO:0004830	CGI_10002812	31	16	29	24	tryptophan-tRNA ligase activity	other molecular function	F	1
GO:0004831	CGI_10003999	18	33	28	21	tyrosine-tRNA ligase activity	other molecular function	F	1
GO:0004832	CGI_10009641	15	33	23	30	valine-tRNA ligase activity	other molecular function	F	1
GO:0004842	CGI_10006635	29	19	30	23	ubiquitin-protein ligase activity	other molecular function	F	1
GO:0004842	CGI_10008964	11	25	24	40	ubiquitin-protein ligase activity	other molecular function	F	1
GO:0004842	CGI_10009575	14	43	29	15	ubiquitin-protein ligase activity	other molecular function	F	1
GO:0004842	CGI_10010750	3	46	0	51	ubiquitin-protein ligase activity	other molecular function	F	1
GO:0004842	CGI_10014040	16	36	26	23	ubiquitin-protein ligase activity	other molecular function	F	1
GO:0004842	CGI_10019756	12	31	26	31	ubiquitin-protein ligase activity	other molecular function	F	1
GO:0004842	CGI_10020681	50	1	49	1	ubiquitin-protein ligase activity	other molecular function	F	1
GO:0004842	CGI_10023309	19	29	35	17	ubiquitin-protein ligase activity	other molecular function	F	1
GO:0004843	CGI_10007216	19	22	32	27	ubiquitin-specific protease activity	other molecular function	F	1
GO:0004843	CGI_10008715	8	40	16	36	ubiquitin-specific protease activity	other molecular function	F	1
GO:0004843	CGI_10023361	48	5	23	24	ubiquitin-specific protease activity	other molecular function	F	1
GO:0004850	CGI_10001818	15	32	24	29	uridine phosphorylase activity	other molecular function	F	1
GO:0004850	CGI_10005155	15	32	24	29	uridine phosphorylase activity	other molecular function	F	1
GO:0004853	CGI_10021237	15	29	29	27	uroporphyrinogen decarboxylase activity	other molecular function	F	1
GO:0004864	CGI_10012736	5	38	19	38	phosphoprotein phosphatase inhibitor activity	enzyme regulator activity	F	1
GO:0004866	CGI_10006874	16	29	28	26	endopeptidase inhibitor activity	enzyme regulator activity	F	1
GO:0004866	CGI_10015501	21	33	24	22	endopeptidase inhibitor activity	enzyme regulator activity	F	1
GO:0004866	CGI_10023706	47	29	12	12	endopeptidase inhibitor activity	enzyme regulator activity	F	1
GO:0004866	CGI_10023721	15	22	19	44	endopeptidase inhibitor activity	enzyme regulator activity	F	1
GO:0004866	CGI_10023765	11	32	20	37	endopeptidase inhibitor activity	enzyme regulator activity	F	1
GO:0004866	CGI_10023767	26	28	22	24	endopeptidase inhibitor activity	enzyme regulator activity	F	1
GO:0004867	CGI_10005097	18	31	17	34	serine-type endopeptidase inhibitor activity	enzyme regulator activity	F	1
GO:0004867	CGI_10014332	19	29	34	18	serine-type endopeptidase inhibitor activity	enzyme regulator activity	F	1
GO:0004867	CGI_10015012	23	25	29	23	serine-type endopeptidase inhibitor activity	enzyme regulator activity	F	1
GO:0004867	CGI_10020112	18	28	26	28	serine-type endopeptidase inhibitor activity	enzyme regulator activity	F	1
GO:0004867	CGI_10024386	12	31	25	32	serine-type endopeptidase inhibitor activity	enzyme regulator activity	F	1
GO:0004869	CGI_10025264	11	35	26	28	cysteine-type endopeptidase inhibitor activity	enzyme regulator activity	F	1
GO:0004871	CGI_10005003	13	32	16	39	signal transducer activity	signal transduction activity	F	1
GO:0004871	CGI_10011708	10	31	16	43	signal transducer activity	signal transduction activity	F	1
GO:0004871	CGI_10013025	14	35	19	32	signal transducer activity	signal transduction activity	F	1
GO:0004871	CGI_10014759	17	32	18	33	signal transducer activity	signal transduction activity	F	1
GO:0004871	CGI_10014760	13	29	21	36	signal transducer activity	signal transduction activity	F	1
GO:0004871	CGI_10015431	30	37	0	33	signal transducer activity	signal transduction activity	F	1
GO:0004871	CGI_10020412	11	32	18	39	signal transducer activity	signal transduction activity	F	1
GO:0004871	CGI_10022272	13	29	20	38	signal transducer activity	signal transduction activity	F	1
GO:0004871	CGI_10023351	16	19	23	42	signal transducer activity	signal transduction activity	F	1
GO:0004871	CGI_10026114	7	37	13	43	signal transducer activity	signal transduction activity	F	1
GO:0004930	CGI_10001665	16	51	6	27	G-protein coupled receptor activity	signal transduction activity	F	1
GO:0004930	CGI_10007225	12	27	19	42	G-protein coupled receptor activity	signal transduction activity	F	1
GO:0004930	CGI_10009583	34	24	37	4	G-protein coupled receptor activity	signal transduction activity	F	1
GO:0004930	CGI_10028528	3	42	18	37	G-protein coupled receptor activity	signal transduction activity	F	1
GO:0004970	CGI_10015550	56	10	34	0	ionotropic glutamate receptor activity	signal transduction activity	F	1
GO:0004970	CGI_10023578	7	36	18	39	ionotropic glutamate receptor activity	signal transduction activity	F	1
GO:0005044	CGI_10007812	9	38	15	38	scavenger receptor activity	signal transduction activity	F	1
GO:0005044	CGI_10015203	5	36	18	41	scavenger receptor activity	signal transduction activity	F	1
GO:0005044	CGI_10020579	9	37	15	39	scavenger receptor activity	signal transduction activity	F	1
GO:0005044	CGI_10026985	13	33	11	43	scavenger receptor activity	signal transduction activity	F	1
GO:0005044	CGI_10027681	18	26	26	29	scavenger receptor activity	signal transduction activity	F	1
GO:0005047	CGI_10020564	19	21	30	30	signal recognition particle binding	other molecular function	F	1
GO:0005047	CGI_10027127	19	6	18	56	signal recognition particle binding	other molecular function	F	1
GO:0005057	CGI_10003543	10	58	3	30	receptor signaling protein activity	signal transduction activity	F	1
GO:0005085	CGI_10027230	0	62	0	37	guanyl-nucleotide exchange factor activity	enzyme regulator activity	F	1
GO:0005086	CGI_10003058	14	28	25	33	ARF guanyl-nucleotide exchange factor activity	enzyme regulator activity	F	1
GO:0005089	CGI_10009400	24	15	14	47	Rho guanyl-nucleotide exchange factor activity	enzyme regulator activity	F	1
GO:0005093	CGI_10028701	11	34	20	35	Rab GDP-dissociation inhibitor activity	enzyme regulator activity	F	1
GO:0005094	CGI_10019175	16	33	20	30	Rho GDP-dissociation inhibitor activity	enzyme regulator activity	F	1
GO:0005096	CGI_10010010	11	44	20	25	GTPase activator activity	enzyme regulator activity	F	1
GO:0005096	CGI_10010343	11	30	26	33	GTPase activator activity	enzyme regulator activity	F	1
GO:0005096	CGI_10015712	26	28	24	22	GTPase activator activity	enzyme regulator activity	F	1
GO:0005096	CGI_10015898	27	24	25	24	GTPase activator activity	enzyme regulator activity	F	1
GO:0005096	CGI_10018361	0	37	23	41	GTPase activator activity	enzyme regulator activity	F	1
GO:0005096	CGI_10027230	0	62	0	37	GTPase activator activity	enzyme regulator activity	F	1
GO:0005198	CGI_10002687	3	15	63	19	structural molecule activity	other molecular function	F	1
GO:0005198	CGI_10006442	12	34	20	35	structural molecule activity	other molecular function	F	1
GO:0005198	CGI_10010486	1	44	14	41	structural molecule activity	other molecular function	F	1
GO:0005198	CGI_10010873	14	29	21	35	structural molecule activity	other molecular function	F	1
GO:0005198	CGI_10013254	10	34	23	33	structural molecule activity	other molecular function	F	1
GO:0005198	CGI_10014632	19	31	23	27	structural molecule activity	other molecular function	F	1
GO:0005198	CGI_10015202	13	34	22	30	structural molecule activity	other molecular function	F	1
GO:0005198	CGI_10015239	7	32	19	42	structural molecule activity	other molecular function	F	1
GO:0005198	CGI_10017195	9	44	16	31	structural molecule activity	other molecular function	F	1
GO:0005198	CGI_10018067	16	34	18	32	structural molecule activity	other molecular function	F	1
GO:0005198	CGI_10023024	10	34	22	34	structural molecule activity	other molecular function	F	1
GO:0005198	CGI_10027347	16	30	22	32	structural molecule activity	other molecular function	F	1
GO:0005198	CGI_10028542	5	17	59	19	structural molecule activity	other molecular function	F	1
GO:0005200	CGI_10002454	12	37	20	31	structural constituent of cytoskeleton	cytoskeletal activity	F	1
GO:0005200	CGI_10002455	11	36	20	33	structural constituent of cytoskeleton	cytoskeletal activity	F	1
GO:0005200	CGI_10002456	10	38	19	34	structural constituent of cytoskeleton	cytoskeletal activity	F	1
GO:0005200	CGI_10007570	11	37	19	33	structural constituent of cytoskeleton	cytoskeletal activity	F	1
GO:0005200	CGI_10008247	11	38	17	34	structural constituent of cytoskeleton	cytoskeletal activity	F	1
GO:0005200	CGI_10008567	14	33	17	37	structural constituent of cytoskeleton	cytoskeletal activity	F	1
GO:0005200	CGI_10010163	8	40	17	36	structural constituent of cytoskeleton	cytoskeletal activity	F	1
GO:0005200	CGI_10012330	8	39	17	36	structural constituent of cytoskeleton	cytoskeletal activity	F	1
GO:0005200	CGI_10013845	15	30	24	32	structural constituent of cytoskeleton	cytoskeletal activity	F	1
GO:0005200	CGI_10018930	10	38	19	33	structural constituent of cytoskeleton	cytoskeletal activity	F	1
GO:0005200	CGI_10019752	8	39	17	36	structural constituent of cytoskeleton	cytoskeletal activity	F	1
GO:0005200	CGI_10019835	7	39	17	37	structural constituent of cytoskeleton	cytoskeletal activity	F	1
GO:0005200	CGI_10024998	10	38	18	33	structural constituent of cytoskeleton	cytoskeletal activity	F	1
GO:0005200	CGI_10024999	10	38	18	33	structural constituent of cytoskeleton	cytoskeletal activity	F	1
